"name","value","taxonomy","code1","code2"
"Aval Persona Física y Persona Moral","1","guaratortypes_soda",NULL,NULL
"Con Aval","2","guaratortypes_soda",NULL,NULL
"Aval Persona Moral","3","guaratortypes_soda",NULL,NULL
"Sin Aval","4","guaratortypes_soda",NULL,NULL
"Aval PF","5","guaratortypes_soda",NULL,NULL
"N/A","6","guaratortypes_soda",NULL,NULL
"Obligado Solidario","7","guaratortypes_soda",NULL,NULL
