"name","value","taxonomy","code1","code2"
"Mínimo (0-5,000,000)","1","transactionamounts_soda",NULL,NULL
"Bajo (5,000,000.01 - 10,000,000)","2","transactionamounts_soda",NULL,NULL
"Medio (10,000,000.01- 25,000,000)","3","transactionamounts_soda",NULL,NULL
"Alto (25,000,000.01-50,000,000)","4","transactionamounts_soda",NULL,NULL
"Máximo (50,000,000.01 - 999,999,999)","5","transactionamounts_soda",NULL,NULL
