"name","value","taxonomy","code1","code2"
"Crédito Liquidez","1","products_soda",NULL,NULL
"Crédito Puente o Prepuente","2","products_soda",NULL,NULL
"Crédito Simple","3","products_soda",NULL,NULL
"Crédito Puente","4","products_soda",NULL,NULL
"Crédito Cuenta Corriente","5","products_soda",NULL,NULL
