"name","value","taxonomy","code1","code2"
"Sueldo","1","resourceorigin_soda",NULL,NULL
"Actividad Económica","2","resourceorigin_soda",NULL,NULL
"Proveedor de recursos","3","resourceorigin_soda",NULL,NULL
"No identificado plenamente","4","resourceorigin_soda",NULL,NULL
"Capital Semilla","5","resourceorigin_soda",NULL,NULL
"Capital Privado","6","resourceorigin_soda",NULL,NULL
"Crowdfunding","7","resourceorigin_soda",NULL,NULL
"FIBRAS (Fideicomiso de Inversión y Bienes Raíces)","8","resourceorigin_soda",NULL,NULL
