"name","value","taxonomy","code1","code2"
"PRIORIDAD ALTA - REPORTE DE OPERATIVA","01","prioridad",NULL,NULL
"SIN PRIORIDAD - REPORTE DE OPERATIVA","02","prioridad",NULL,NULL
"EXCEPCION AL REPORTE DE OPERATIVA","03","prioridad",NULL,NULL
"TENTATIVA","04","prioridad",NULL,NULL
"24 HORAS ","05","prioridad",NULL,NULL
"24 HORAS - LPB (SUJETO DESIGNADO)","06","prioridad",NULL,NULL
"24 HORAS - LPB (SUJETO RELACIONADO)","07","prioridad",NULL,NULL
"24 HORAS - SUSPENSION DEL PROCESO DE IDENTIFICACION","08","prioridad",NULL,NULL
